TargetWord,Prime,Length,SubFreq,LogSubFreq,LogHAL,OrthoN,FreqGreater,BGSum,BGMean,POS,ELP NT RT,ELP NT Z,ELP NT Acc,Relation1,Relation2,FAS,BAS,CueFanOut,LSA,NT 200ms RT,NT 200ms Z,NT 200ms Acc,NT 1200ms RT,NT 1200ms Z,NT 1200ms Acc,NT 200ms RT Priming,NT 200ms Z Priming,NT 200ms Acc Priming,NT 1200ms RT Priming,NT 1200ms Z Priming,NT 1200ms Acc Priming
dirt,SOIL,4,7.78,2.6,8.94,6,1,2564,854.67,NN|VB,649.5,-0.4,1,synonym,,0.717,0.055,6,0.16,658.714285714286,-0.0322240116089163,1,570.190476190476,0.0372628016089589,1,-105.857142857143,-0.100246474049104,0,-42.5238095238095,-0.20057075939339,0
dirty,CLEAN,5,121.24,3.79,10.5,3,1,9293,2323.25,JJ|VB|RB,615.93,-0.59,1,antonym,,0.527,0.288,13,0.7,498.1,-0.533053526182412,1,571.95,-0.115227228175961,1,22.225,0.417749154406257,0,-65.91875,0.00573894588098782,0.03125
disagree,AGREE,5,64.67,3.52,11.55,0,,6944,1736,VB,612.52,-0.65,1,antonym,,0.393,0.264,11,0.54,549,0.0604225875547966,0.978723404255319,493.704545454545,-0.0153345275006917,1,-2.55555555555554,0.275371720669398,-0.0212765957446809,29.3542780748663,0.0434101731818612,0
disagreement,AGREEMENT,9,17.49,2.95,10.07,0,,16530,2066.25,NN,620.46,-0.46,1,antonym,,0.164,0.059,17,0.41,539.153846153846,0.066505114565031,0.961538461538462,573.6,0.509341442637986,0.95,69.6392572944296,0.484343035757636,-0.00397877984084882,-3.29230769230776,-0.259648873959608,-0.05
disappear,REAPPEAR,8,0.33,1.26,6.33,0,,14179,2025.57,VB|JJ,747.46,-0.03,1,antonym,,0.374,0.082,14,0.16,596.171428571429,0.322121694844361,0.971428571428571,514.2,-0.171761206087421,0.95,-28.3142857142857,0.0494372611179986,-0.0285714285714286,75.3,0.154212033480369,-0.05
disc,COMPACT,7,1.69,1.94,8.69,0,,8269,1378.17,JJ|NN,708.11,-0.27,1,fpa,,0.304,0.234,8,0.09,515.68,-0.333711649089563,1,506.185185185185,-0.109579311178621,0.962962962962963,92.1771428571429,0.29589099770906,0,-12.2476851851852,-0.130499755710531,-0.00578703703703709
disease,INFECTION,9,8.75,2.65,9.11,1,0,22149,2768.63,NN,729.04,-0.17,1,unclassified,,0.345,0,18,0.85,648.368421052632,0.53314662271738,1,636.205882352941,0.548781047459497,0.970588235294118,-82.3267543859649,-0.0342797373155692,0,-77.983660130719,-0.44904191487487,0.0261437908496732
disgusting,GROSS,5,15.27,2.89,9.03,4,1,5307,1326.75,JJ|VB|NN,613.74,-0.5,1,synonym,,0.193,0.455,16,0.04,571.892857142857,0.402490094303759,1,564.55,0.446176617524362,1,51.6785714285714,-0.0059063249845851,0.0714285714285714,-39.8357142857143,-0.189540738331082,0.0476190476190477
dish,CHINA,5,24.86,3.1,10.42,1,0,10925,2731.25,NN,620.14,-0.43,1,fpa,,0.162,0,18,0.1,489.095238095238,-0.401532963993676,1,534.955555555556,-0.161497672520617,1,51.9047619047619,0.60135285728294,0,19.0444444444445,-0.0352773961947744,0
dishes,PLATES,6,12.51,2.81,8.56,3,2,15861,3172.2,NN|VB,630.41,-0.41,1,synonym,,0.32,0.104,16,0.3,675.777777777778,0.352472708567138,0.944444444444444,506.272727272727,-0.215397243061955,1,-103.071895424837,-0.228493365303059,-0.0555555555555556,11.8272727272728,0.249896188283497,0
ditch,GULLY,5,0.92,1.68,5.37,5,3,4573,1143.25,NN,711.48,-0.16,1,unclassifed,,0.081,0.02,18,0.37,692.5,0.386893724709436,1,537.607142857143,-0.0742972536133043,1,-138.46,-0.239012867134599,0,-6.22619047619048,-0.008612520235855,0.0476190476190477
dive,SCUBA,5,1.53,1.9,7.68,0,,2688,672,NN,721.04,0,0.96,fpa,,0.51,0.041,11,0.36,519.590909090909,-0.265164454949277,1,482.173913043478,-0.269117543057692,0.956521739130435,0.530303030303003,-0.060460332935922,0.0303030303030303,-5.58132045088564,0.0883861246422973,-0.0064412238325281
divide,SEPARATE,8,21.71,3.04,10.5,0,,18454,2636.29,JJ,707.79,-0.04,0.97,synonym,,0.382,0.103,10,0.44,565.195652173913,0.0396438541480602,1,557.085714285714,0.335187578431307,1,-44.7670807453416,0.11151035995998,0,13.2,-0.172546649524595,0
do,MAKE,4,1387.75,4.85,13.16,17,0,2909,969.67,VB|NN,664.59,-0.4,1,fpa,,0.194,0.017,14,0.7,462.71875,-0.571155306059801,1,509.35,-0.28187531836886,1,67.76125,0.412299916496939,0,33.3772727272727,-0.0076150525079407,0
doctor,MEDICAL,7,54.39,3.44,10.88,0,,15262,2543.67,JJ|NN,608.96,-0.47,1,fpa,,0.516,0,12,0.64,522.571428571429,-0.30703901763837,1,543.454545454546,-0.231415763724905,1,37.2063492063493,0.016256944738301,0,-51.7703349282297,0.221917236263546,0.0526315789473685
doe,DEER,4,8.71,2.65,8.5,11,3,9633,3211,NN,633.19,-0.32,1,supraordinate,,0.132,0.719,18,0.44,541.37037037037,-0.136480086029316,1,602.2,0.288814538506106,1,76.8904991948471,0.506772509554162,0.0434782608695652,-39.5714285714287,-0.18757339853098,0.0285714285714286
dog,BREED,5,6.33,2.51,9.63,5,0,10472,2618,NN|VB,593.68,-0.59,1,bpa,,0.461,0,10,0.3,458.740740740741,-0.630576888872009,1,520.615384615385,-0.198034321098741,1,36.021164021164,0.053451557756065,0,-10.8653846153846,0.141703226046135,0
doll,PORCELAIN,9,1.57,1.91,6.52,0,,17460,2182.5,NN|JJ,783.58,0.19,0.96,fpa,,0.313,0,17,0.05,523.166666666667,-0.113334462119032,1,501.3125,-0.265769513111876,0.96875,179.433333333333,0.749948948112277,0,-5.68092105263156,-0.0112153955885981,-0.03125
dollar,BUCK,4,33.75,3.24,8.82,11,5,1904,634.67,NN|VB,578.32,-0.67,1,synonym,,0.377,0,11,0.03,522.962962962963,-0.238810197748521,1,457.571428571429,-0.839474736558871,1,23.0846560846561,0.273254218700442,0,49.6221198156682,0.535002899825101,0.032258064516129
dollars,CENTS,5,21.84,3.05,10.3,3,0,9472,2368,NN,623.8,-0.33,1,category,,0.411,0.287,12,0.75,519.185185185185,-0.0651354831132799,1,633.714285714286,-0.0429030530024425,1,-1.37566137566137,-0.0336922922020736,0.0476190476190477,-68.7142857142857,0.257156144089856,0
dolphin,FLIPPER,7,0.88,1.66,7.12,4,2,12078,2013,NN|VB,638.14,-0.39,1,perceptual property,,0.797,0.05,7,0.41,559.461538461538,0.0764475635670227,1,496.806451612903,-0.143999416521376,1,-11.9878542510121,0.0544412186698109,0.0263157894736842,148.586405529954,0.593174142935607,0
done,FINISHED,8,83.71,3.63,10.05,2,0,19501,2785.86,VB,626.74,-0.44,1,synonym,,0.547,0,9,0.51,502.058823529412,-0.459136525564303,1,464.368421052632,-0.462621827198456,1,-1.98474945533769,0.0994427871409316,0,165.631578947368,0.833558133986111,0
donkey,ASS,3,226.37,4.06,10.3,4,1,3023,1511.5,NN|VB,564.32,-0.65,1,synonym,,0.27,0.534,13,0.18,545.5,0.0534970305633192,1,551.428571428571,-0.168418407142897,1,55.3,0.285809659818685,0,127.904761904762,0.532345338889433,0
don't,DO,2,6135.59,5.5,14.12,7,1,588,588,VB|NN,582.81,-0.7,1,antonym,,0.456,,20,0.52,592.095238095238,-0.299407102026563,1,511.894736842105,-0.212773710583729,1,-82.0552380952381,0.109827389996779,0,38.3157894736842,0.0764598514235401,0
door,KNOCK,5,64.69,3.52,8.84,1,0,2495,623.75,VB|NN,595.21,-0.55,1,action,,0.466,0,14,0.65,556.9,-0.0813488433165038,1,526.5,-0.126242887786032,1,-60.8090909090909,-0.201096786839832,0,-16.58,-0.217379516655456,0
dots,CONNECT,7,9.65,2.69,10.53,0,,12161,2026.83,VB|NN,656.93,-0.21,0.96,fpa,,0.219,,17,0.17,513.28125,-0.362492799740107,1,514.48,-0.17853129261355,1,-11.9108796296296,-0.130403841276324,0,-15.1016216216216,-0.00790318424237202,0
doughnut,PASTRY,6,1.92,2,6.49,2,0,8437,1687.4,NN,637.71,-0.48,0.96,supraordinate,,0.147,0,22,0.21,540.222222222222,0.0540968672998457,1,619.2,0.17862350449341,1,58.7393162393163,0.510306166221385,0,27.5999999999999,0.923483181111261,0
down,LAY,3,58.24,3.47,9.62,17,11,2442,1221,VB,554.14,-0.73,1,fpa,,0.223,0,13,0.52,513.545454545455,-0.336813397819988,1,491.380952380952,-0.393686856336618,1,33.4045454545455,0.0899660315755487,0,25.5523809523809,0.31246186137774,0
drain,CLOG,4,0.8,1.62,6.73,4,0,2554,851.33,VB,641.29,-0.37,1,fpa,,0.331,0.083,15,0.32,503.095238095238,-0.123255899978971,1,517.818181818182,-0.172971165253964,1,16.5297619047619,0.00756700202037405,0,75.5151515151515,0.16809322634227,0.0416666666666666
draw,SKETCH,6,4.94,2.4,7.63,0,,4234,846.8,NN|VB,683.76,-0.17,1,synonym,,0.764,0.108,8,0.78,496.828571428571,-0.407943932082495,1,516.722222222222,-0.130531842689869,1,47.5047619047619,0.270148160746967,0,-22.0149051490515,-0.231700800829699,0
dream,SLEEP,5,227.94,4.07,10.15,6,0,5390,1347.5,VB|NN,638.33,-0.35,1,unclassified,,0.194,0.247,10,0.53,533,-0.316671228512615,1,523.333333333333,0.169034190287546,1,54,0.411534907819866,0,-58.1666666666667,-0.679373575366084,0
dress,FORMAL,6,8.31,2.63,9.43,2,2,8671,1734.2,JJ|NN,631.85,-0.41,1,supraordinate,fpa,0.168,0,17,0.17,523.538461538462,-0.146408245470045,1,538.35,0.19085808534823,1,66.3948717948717,0.233394688245917,0,-24.4125,-0.309777425244235,0
drink,SLURP,5,0.43,1.36,5.72,1,1,2633,658.25,NN|VB,643,-0.32,0.96,supraordinate,,0.245,0,18,0,557.111111111111,-0.161655130556361,1,514.975,-0.186649128549692,0.975,-7.46594982078852,0.257541582572489,0,21.8249999999999,0.0199726658399164,-0.025
drip,LEAK,4,10.14,2.71,8.55,8,5,5562,1854,NN|VB,613.05,-0.59,0.96,category,,0.247,0,15,0.13,542.296296296296,-0.266158492260646,1,520.730769230769,-0.0961231805701996,1,1.59656084656081,0.190834220565929,0,-44.0307692307693,-0.130542613494533,0
drive,STEER,5,5.98,2.49,7.73,5,3,14992,3748,VB|NN,722.08,-0.05,1,synonym,,0.182,0.02,15,0.46,557.35,-0.155240974245765,1,499.821428571429,-0.267845835630034,1,12.0203703703703,0.134073072409437,0.0740740740740741,10.0642857142857,0.0454374526154926,0.0285714285714286
driver,SCREW,5,37.49,3.28,9.16,2,0,6524,1631,NN|VB,700.14,0.01,0.97,fpa,,0.302,0,14,0.05,582.085106382979,0.172699560909595,1,536.657142857143,0.01343188254616,1,-11.5295508274232,-0.303413322925963,0,12.5852813852814,0.0249720874310905,0
driving,RECKLESS,8,4.92,2.4,7.02,0,,16399,2342.71,JJ,586.96,-0.66,0.96,fpa,,0.156,,22,0.23,486.5,-0.35371317068317,1,537.6,-0.0712421026049902,1,76.0238095238095,0.489207650525754,0.0476190476190477,-5.55348837209306,-0.0680166961299351,0
drop,DRIP,4,5.12,2.42,7.21,3,3,3796,1265.33,NN|VB,636.93,-0.4,1,fpa,,0.222,0,10,0.24,555.636363636364,-0.0327760074686876,0.909090909090909,481.666666666667,-0.404748696620618,1,-33.5594405594405,-0.212399774880314,-0.0909090909090909,103.75641025641,0.410469826652336,0
drug,HEROINE,7,1.45,1.88,6.93,0,,19574,3262.33,NN,727.3,-0.04,1,supraordinate,,0.342,0,10,0.01,543.3,-0.0743217240970092,1,507.294117647059,-0.140195474400257,1,-34.5916666666666,-0.390087752041819,0,-22.7506393861893,-0.405779413141213,0
drugs,ILLEGAL,7,23.51,3.08,10.37,0,,10592,1765.33,JJ|NN,649.96,-0.42,0.96,fpa,,0.273,0.028,9,0.65,521.612903225806,-0.166295578015092,1,483.88,-0.161796604561814,1,14.5775729646697,0.16172728051418,0.0476190476190477,-19.7688888888889,-0.288211311921927,0
drunk,INTOXICATED,11,1.02,1.72,6.21,0,,28691,2869.1,JJ,697.92,-0.1,0.96,synonym,,0.695,0,5,0.67,549.148148148148,-0.00215086092320306,1,461.423076923077,-0.467244845122707,1,-21.2731481481482,-0.160920809770368,0,49.9519230769231,0.376925199376594,0
dry,WET,3,39.22,3.3,9.71,14,8,1838,919,JJ|NN|VB,537.56,-0.85,1,antonym,,0.459,0.495,11,0.78,547.027027027027,-0.292624910136131,1,464.606060606061,-0.423791737420984,1,25.972972972973,0.637754384932862,0,38.1631701631702,-0.194000387729761,0
duck,QUACK,5,4.63,2.37,6.44,2,2,3385,846.25,NN|minor|VB,604.63,-0.56,1,perceptual property,,0.818,0.115,5,0.05,550.565217391304,-0.0350100601668234,1,465.583333333333,-0.424641835560204,1,-27.5652173913044,0.0194220967363068,0,50.8928571428572,0.157192125560155,0
dull,BORING,6,27.41,3.15,9.45,4,0,17206,3441.2,JJ|NN|VB,596.48,-0.65,1,synonym,,0.142,0.458,16,0.3,528.361111111111,-0.20289392480527,1,521.384615384615,-0.270680417162384,1,-19.6468253968254,0.244499737400441,0.0714285714285714,4.4153846153846,0.401159077578266,0
dumb,SMART,5,96.25,3.69,9.79,1,1,6174,1543.5,JJ|NN|VB,652.33,-0.4,1,antonym,,0.409,0.21,14,0.66,499.76,-0.586018429816521,1,492.481481481481,-0.11563246413047,1,42.5257142857143,0.507901578351182,0,4.51851851851853,-0.184456467619791,0
dusk,DAWN,4,25.51,3.11,9.02,7,2,925,308.33,NN|VB,583.07,-0.63,1,antonym,,0.454,0.609,11,0.62,563.222222222222,-0.358903012015885,0.944444444444444,500.642857142857,-0.345168677540397,1,-19.8692810457516,0.311334953375577,-0.0555555555555556,8.60714285714283,0.234334612172904,0
dust,LINT,4,1.33,1.84,6.91,10,8,12661,4220.33,NN,583.41,-0.74,0.92,category,,0.204,0,16,0.21,501.266666666667,-0.341593904584051,1,474.05,-0.34864333182235,1,58.5555555555555,0.267780357896838,0,9.59285714285716,0.1431447602685,0
duty,OBLIGATION,10,6.75,2.54,8.63,0,,21791,2421.22,NN,667.59,-0.29,1,synonym,,0.137,0.041,19,0.43,562.464285714286,0.238640521318311,1,548.8,0.0695333540508132,1,78.7629870129871,0.362579117511948,0.0909090909090909,28.7384615384616,-0.0376413983215091,0
ear,LOBE,4,1.86,1.98,6.14,7,6,2686,895.33,NN,540.76,-0.79,0.96,bpa,,0.824,0.07,3,0.27,545.052631578947,-0.0446592712003032,1,502.595238095238,-0.295387718597802,0.976190476190476,-22.719298245614,0.121794253544098,0.0370370370370371,66.3110119047619,0.34972954029788,-0.0238095238095238
early,LATE,4,269.73,4.14,10.92,17,2,10595,3531.67,JJ|RB,535.81,-0.87,1,antonym,,0.473,0.507,11,0.65,511.392857142857,-0.403663726330236,1,557.387096774194,-0.045675542627243,1,-14.1547619047619,-0.0175664785761545,0,-50.5370967741935,-0.111206235239343,0
earth,WORLD,5,455.22,4.37,12.6,1,1,3704,926,NN,558.82,-0.66,1,synonym,,0.232,0.061,12,0.21,544.142857142857,-0.449115032360628,1,468.21875,-0.384893416907408,1,13.3214285714286,0.417000010694909,0,38.0889423076923,0.255609795009519,0
earthquake,DISASTER,8,17.27,2.95,9.01,0,,20946,2992.29,NN,673.96,-0.39,1,supraordinate,,0.136,0.055,23,0.26,563.321428571429,0.181224281042337,1,537.555555555556,0.0575870804143143,1,-3.03571428571422,-0.290447374703378,0,-15.0305555555556,-0.150993677057272,0.025
east,WEST,4,60.55,3.49,11.05,12,4,8538,2846,NN|JJ|RB,583.61,-0.56,1,antonym,,0.78,0.886,6,0.83,572.6,0.136910947504527,1,534.071428571429,-0.00844847470068028,1,18.0829268292682,0.411119352700749,0,60.3730158730159,0.656178825306207,0
easy,SIMPLE,6,89.31,3.66,11.35,5,1,7655,1531,JJ|NN,623.46,-0.43,1,synonym,,0.392,0.096,7,0.35,625.9,-0.299380321941735,1,495.65,-0.219046932321536,1,-66.1857142857143,0.383535183276526,0,93.6403225806451,0.596157473893874,0
eat,FEED,4,42.39,3.34,9.91,14,3,5926,1975.33,NN|VB,655.23,-0.22,0.96,unclassifed,,0.392,0,15,0.43,668.190476190476,-0.00249467281304697,1,570.611111111111,0.247625298609428,1,-117.428571428571,-0.0756687323140974,0,-51.5873015873016,-0.428434146424949,0
egg,YOLK,4,0.41,1.34,5.78,2,2,1492,497.33,NN,610.36,-0.53,0.89,bpa,,0.839,0.079,4,0.89,536.190476190476,-0.192784420135785,1,461.136363636364,-0.57142774575632,1,-23.3504761904761,0.0457825514755122,0,78.0636363636364,0.357382821570567,0
eggs,BOILED,6,3.31,2.23,7.57,5,0,10447,2089.4,VB,609.11,-0.52,1,fpa,,0.374,0,11,0.48,500.634146341463,-0.397696445101549,1,471.571428571429,-0.472072367236622,1,21.2143385070215,-0.0854410855489325,0,55.0649350649351,0.374836315200882,0
egypt,PYRAMID,7,4,2.31,8.45,0,,6418,1069.67,NN,716.04,-0.08,1,script,,0.347,0.341,10,0.53,616.166666666667,0.291298289961471,1,499.259259259259,0.185462342695042,1,18.3505747126437,0.211945505577857,0.0689655172413793,117.518518518519,0.408152177678705,0.0555555555555556
eight,FIGURE,6,129.37,3.82,10.94,0,,7891,1578.2,NN|VB,601.35,-0.46,1,fpa,,0.096,0,19,0.12,508.538461538462,-0.337186859326997,1,523.585365853659,-0.0288365002950833,1,20.6043956043956,0.355785893197633,0.0476190476190477,14.6873614190687,0.088821841746017,0
elect,VOTE,4,34.33,3.24,10.97,3,1,5566,1855.33,NN|VB,578.24,-0.58,1,synonym,,0.167,0.247,21,0.72,529.586206896552,-0.0568989268418988,1,510.5,-0.0512233883272024,1,53.9852216748768,0.111836402925699,0.0357142857142857,58.0555555555555,0.439377136527205,0
electric,SHOCK,5,28.78,3.17,9.31,6,1,4080,1020,NN|VB,604.89,-0.51,1,bpa,,0.127,0.178,19,0.59,572.948717948718,-0.0172514321414617,1,541.073170731707,0.168497977567491,1,-22.4725274725274,0.142279375314936,0,68.4652908067542,0.121514329541186,0.0769230769230769
electricity,ENERGY,6,32.9,3.23,10.98,0,,12694,2538.8,NN,645.42,-0.33,1,unclassifed,,0.108,0.014,22,0.3,611.777777777778,0.486054807670075,1,595.851851851852,0.919907606156208,1,17.8888888888888,0.152037345396782,0,82.492975734355,-0.0719481522727838,0
elephant,TUSK,4,0.25,1.15,5.38,8,5,2433,811,NN,668.92,-0.41,0.93,perceptual property,,0.66,0.014,5,0.2,489.828571428571,-0.302866381428931,0.971428571428571,477.111111111111,-0.266527641436844,1,46.7714285714286,-0.158241471026052,-0.0285714285714286,-4.96111111111111,-0.10072383408337,0
elevator,ESCALATOR,9,1.29,1.83,5.24,0,,20553,2569.13,NN,636.12,-0.37,1,category,,0.279,0.108,7,0.28,518.642857142857,0.0441213738504556,1,529.238095238095,-0.318325415742471,0.952380952380952,41.5463320463321,0.174500414803301,0,-31.2780952380952,0.215383765719243,-0.0476190476190477
eleven,TEN,3,145,3.87,10.57,16,1,8211,4105.5,minor|NN,592.07,-0.62,1,category,,0.18,,20,0.69,492.393939393939,-0.508524113706347,1,525,0.0546883792776871,1,43.9274891774892,0.587540068506763,0,23.5,0.0465357730074439,0.0357142857142857
embarrass,HUMILIATE,9,4.18,2.33,6.09,0,,16168,2021,VB,742.24,0.04,0.96,synonym,,0.507,0.068,15,0.28,613.15,0.535483953571159,1,595.125,0.746826108667468,0.975,-3.63571428571424,-0.0366652093436816,0.0571428571428572,-6.70833333333337,-0.189736775578586,-0.025
emergency,AMBULANCE,9,22.41,3.06,7.24,0,,11460,1432.5,NN,664.44,-0.35,0.96,script,,0.174,0.13,18,0.76,590.333333333333,0.315912091133923,0.96969696969697,579.058823529412,0.526510401007357,1,-12.4791666666667,0.169024214010815,-0.0303030303030303,56.1911764705883,0.206259964504999,0.0277777777777778
emotion,FEELING,7,168.18,3.93,10.53,4,0,16737,2789.5,NN|VB,599.46,-0.59,1,synonym,,0.241,0.273,18,0.54,535.035714285714,0.156023426457549,1,551.1,0.302084529732295,1,49.1764069264069,-0.1449078426248,0,21.9,0.217374534788991,0
empire,ROMAN,5,10.47,2.73,9.28,1,1,8523,2130.75,NN|JJ,615.7,-0.58,1,fpa,,0.456,0.026,9,0.76,548.153846153846,0.109367928387925,0.961538461538462,513,-0.0297395928695213,1,-9.57692307692309,-0.145849711144454,-0.0384615384615384,50.1025641025641,0.3658152745384,0
employer,EMPLOYEE,8,11.57,2.77,9.31,2,1,5326,760.86,NN,664.88,-0.28,1,antonym,,0.196,0.218,9,0.77,653.2,0.88629112100659,1,613.761904761905,0.699542915615592,1,-66.4142857142857,-0.269597303340918,0,-37.6584564860427,-0.393919569922414,0
empty,VACANCY,7,0.88,1.66,5.95,0,,8801,1466.83,NN,732.63,-0.06,0.96,synonym,,0.278,0,13,0.12,508.464285714286,-0.327536698164988,1,578.083333333333,0.0861144580588373,1,1.49725274725273,0.221777731548748,0,-103.507575757576,-0.648210937029491,0
encourage,DISCOURAGE,10,1.33,1.84,7.92,0,,16120,1791.11,VB,653.22,-0.19,1,antonym,,0.123,,20,0.48,645.5625,0.748975623473325,1,605.157894736842,0.474091907189059,1,-75.5036764705883,-0.143463602760679,0.0294117647058824,33.4762516046213,0.381793577586575,0.0487804878048781
end,OUTCOME,7,3.94,2.31,8.84,0,,8287,1381.17,NN,583.86,-0.68,1,synonym,,0.31,0,13,0.19,471.529411764706,-0.655712843746791,1,477.30303030303,-0.477301780667446,1,15.827731092437,0.286628541216145,0,75.5769696969697,0.433128751577708,0
ending,CONCLUSION,10,9.12,2.67,9.71,0,,19917,2213,NN,738.11,0.29,1,synonym,,0.612,0,8,0.11,514.214285714286,-0.45778339064443,1,511.714285714286,-0.0573323657486539,1,0.462184873949582,0.283153561000083,0,38.6190476190476,0.187918956796271,0.0238095238095238
enemy,ADVERSARY,9,1.51,1.89,6.6,0,,14989,1873.63,NN,764.48,-0.07,0.82,synonym,,0.197,0.01,12,0.42,517.384615384615,-0.272458265543549,1,500.447368421053,-0.320378538254973,0.973684210526316,114.203619909502,0.450462762157006,0.0588235294117647,24.3421052631579,0.206031067631644,-0.0263157894736842
energy,KINETIC,7,0.63,1.52,7.28,0,,18019,3003.17,JJ,713.67,-0.14,1,fpa,,0.612,0,7,0.66,566.952380952381,0.0350687015948038,1,457.111111111111,-0.371070001969032,1,-62.1746031746032,-0.562796911877628,0,43.229797979798,-0.0327337885537645,0.0227272727272727
england,LONDON,6,46.02,3.37,10.4,0,,13031,2606.2,NN,565.36,-0.64,1,fpa,,0.365,0.164,11,0.63,631.117647058824,0.531798044413533,1,473.0625,-0.461350451408623,1,-92.046218487395,-0.586792993424689,0,74.1727941176471,0.614151703274433,0
english,LANGUAGE,8,35.1,3.25,11.49,0,,12230,1747.14,NN,593.73,-0.69,1,supraordinate,BPA,0.184,0.23,13,0.6,624.913043478261,0.174917494082563,1,586.5,0.740954793436193,1,-16.3416149068323,0.34198574938464,0.0476190476190477,-111.131578947368,-1.01945034100206,0
enlarge,MAGNIFY,7,0.59,1.49,5.53,0,,4843,807.17,VB,667.41,-0.31,1,synonym,,0.235,,14,0.61,624.8,0.324495443747018,1,564.459459459459,0.297821508012079,1,-53.911111111111,0.134774707415309,0,23.3336439888163,0.234379455141836,0
enough,PLENTY,6,62.31,3.5,10.03,0,,11729,2345.8,NN,609.43,-0.48,1,synonym,,0.197,0.082,17,0.58,496.75,-0.508057608886405,1,491.952380952381,-0.337014544776,1,181.557692307692,0.927337971105354,0,-7.8095238095238,-0.0205691810892399,0.0714285714285714
enter,EXIT,4,15.57,2.9,10.15,2,0,2926,975.33,NN|VB,549.73,-0.75,1,antonym,,0.388,0.568,8,0.32,563.035714285714,0.0105175835964955,0.964285714285714,507.3,-0.103448537491664,1,-61.8004201680673,-0.44865849657868,-0.0357142857142857,-7.9666666666667,-0.0502907946229327,0
environment,SURROUNDINGS,12,2.1,2.03,7.34,0,,23192,2108.36,NN,658.93,-0.34,1,synonym,,0.362,0.093,14,0.66,647.185185185185,0.876867336524801,0.962962962962963,590.473684210526,0.401360718842705,1,-16.1851851851852,-0.495499292787973,-0.0370370370370371,14.4051036682615,0.327878504788811,0
erupt,VOLCANO,7,3.33,2.23,8.02,0,,7730,1288.33,NN,586.63,-0.55,1,functional property,,0.525,0.641,10,0.73,527.961538461538,0.0479844048417519,0.961538461538462,527.358974358974,-0.144389705382202,1,60.4324009324009,-0.00839918985900526,-0.0384615384615384,26.3076923076923,0.739694055865341,0
even,LEVEL,5,51.63,3.42,11.78,4,0,7531,1882.75,NN|VB,567.3,-0.74,1,synonym,,0.125,0,21,0.23,529.852941176471,0.189007474592069,0.941176470588235,598.2,0.710718216548957,1,-12.8529411764706,-0.262192231676953,0.00367647058823528,-45.621052631579,-0.563303209550291,0
evidence,PROOF,5,34.39,3.24,10.27,0,,4613,1153.25,NN|JJ,597.5,-0.67,1,synonym,,0.236,0.267,23,0.38,538.695652173913,-0.181816137163222,1,582.333333333333,0.00882500801175164,1,3.14645308924491,0.102125682396168,0,-71.7619047619048,-0.162426805149261,0
evil,DEVIL,5,41.33,3.32,9.02,0,,5280,1320,NN,570.82,-0.64,1,functional property,,0.188,0.211,11,0.52,511.884615384615,-0.0868984669747868,1,594.222222222222,0.188801112339048,0.944444444444444,65.479020979021,0.112377605199848,0,-51.1722222222222,0.115508107460055,-0.0555555555555556
exact,PRECISE,7,5.2,2.42,8.82,1,0,12964,2160.67,JJ,691.46,-0.27,1,synonym,,0.514,0.386,8,0.6,576.518518518518,0.486111671129252,1,614.5,0.554571615287182,0.970588235294118,-19.1585185185185,-0.42305492271013,0,-59.2878787878788,-0.362771830771654,-0.0294117647058824
example,SAMPLE,6,14.59,2.87,10.09,1,1,6752,1350.4,NN|VB,644.46,-0.49,1,synonym,,0.19,0.212,16,0.39,574.631578947368,0.131695241814088,1,526.481481481482,0.18835210384152,1,-5.33991228070181,0.0761855626227852,0,34.0185185185185,0.175406929623089,0
excited,OVERWHELM,9,0.69,1.56,6.51,0,,12496,1562,VB,608.41,-0.54,1,unclassifed,,0.073,0,27,0.09,564.864864864865,0.338031851507816,1,517.785714285714,-0.0238675571957811,0.928571428571429,46.2779922779922,0.0241153563526585,0,50.7892857142857,0.237585691450973,-0.0714285714285714
excuse,PARDON,6,64.65,3.52,8.49,1,0,9885,1977,NN|VB,621.93,-0.47,1,synonym,,0.348,0.088,11,0.46,520.961538461538,-0.183131915193346,0.961538461538462,601.030303030303,0.207202856092646,1,-4.12820512820508,0.422904850712301,-0.0384615384615384,25.7316017316018,0.487121856050372,0.0952380952380952
exercise,STRETCH,7,14.67,2.87,9.15,0,,12905,2150.83,NN|VB,710.93,-0.15,1,supraordinate,,0.097,0,19,0.48,616.190476190476,0.379819235050501,1,608.730769230769,0.0435887045328553,0.961538461538462,-114.333333333333,-0.559049725859585,0,-78.7307692307693,0.0176721028917627,-0.0384615384615384
exhale,INHALE,6,2.35,2.08,6.75,0,,14634,2926.8,VB,655.14,-0.3,1,antonym,,0.378,0.493,8,0.77,536.421052631579,-0.121248244348135,1,496.179487179487,-0.12816547451648,0.974358974358974,18.8866396761133,0.258037283196216,0.153846153846154,99.027409372237,0.280310018835593,0.00884173297966395
exit,ENTRANCE,8,15.69,2.9,8.76,0,,18145,2592.14,NN,619,-0.5,1,antonym,,0.615,0.101,8,0.42,504.923076923077,-0.356863056916784,1,481.914285714286,-0.212523873182403,1,-25.1230769230769,-0.111292876412998,0.05,117.685714285714,0.0787156827846294,0
