HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.word1,Input.word2,Input.word3,Input.word4,Input.word5,Answer.word1,Answer.word2,Answer.word3,Answer.word4,Answer.word5,Approve,Reject
2BT2YU98JHSTZYHA5K2JDIOCYM4OCL,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 14:53:26 GMT 2012,Wed Jun 20 14:55:40 GMT 2012,Fri Jul 20 07:55:40 PDT 2012,Wed Jun 20 13:08:11 PDT 2012,,,134,100% (31/31),0% (0/0),0% (0/0),Belong,Jaws,Slender,Criterion,Conversation,"pertain, an object that is someone's propert","shark, movie, ocean, teeth","thin, fit,","judgement, benchmark, personal opinion (own criteria)","at least two people, talking, words, central theme",,
2BT2YU98JHSTZYHA5K2JDIOCYM4OCL,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 00:18:54 GMT 2012,Thu Jun 21 00:20:19 GMT 2012,Fri Jul 20 17:20:19 PDT 2012,Wed Jun 20 21:17:36 PDT 2012,,,85,100% (1/1),0% (0/0),0% (0/0),Belong,Jaws,Slender,Criterion,Conversation,"to be a part of, to be welcome, to be accepted, to be a member of,","parts of your mouth, a famous shark in a series of horror movies","skinny, thin, slim, lithe","elements, requirements, objectives","an exchange of ideas verbally, talking, speaking",,
2BT2YU98JHSTZYHA5K2JDIOCYM4OCL,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 04:34:39 GMT 2012,Thu Jun 21 04:37:01 GMT 2012,Fri Jul 20 21:37:01 PDT 2012,Thu Jun 21 11:42:41 PDT 2012,,,142,100% (11/11),0% (0/0),0% (0/0),Belong,Jaws,Slender,Criterion,Conversation,"something that is yours or someone elses, somewhere that you fit in the most","shark, mouth, a part of your bone structure","Slim, Thin, Skinny",deciding the criteria of a decision,"talking to someone or a group of people, talking to someone over the phone, speaking to someone online",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 02:11:31 GMT 2012,Wed Jun 20 02:16:42 GMT 2012,Thu Jul 19 19:16:42 PDT 2012,Wed Jun 20 13:08:08 PDT 2012,,,311,100% (8/8),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"a type of sword, sharp, made of metal, used in military","dedicated, loyal, regular, consistent","carry with, convey","type of exercise, climbing hills or mountains or rough terrain, outdoors, in nature, hot weather activity","putting words together in a correct manner, using correct structure when writing a sentence,",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 10:04:42 GMT 2012,Wed Jun 20 10:07:32 GMT 2012,Fri Jul 20 03:07:32 PDT 2012,Wed Jun 20 13:08:11 PDT 2012,,,170,100% (2/2),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"an animal saber tooth tiger , a sharp object like a sword",to be comitted to something or someone,"to escort something or someone somewhere, move from one place to another",walk through woods or rugged terrain,"words, sentences,speak",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 17:18:14 GMT 2012,Wed Jun 20 17:21:48 GMT 2012,Fri Jul 20 10:21:48 PDT 2012,Wed Jun 20 13:08:12 PDT 2012,,,214,100% (12/12),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"tiger, tooth, light, star wars, animal, toy, mountian","God, sprit, love, trust, friendship, grace","give, brought, hold,","walk, mountians, run, uphill,","spelling, reading, writing, school, homework, speaking, english",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 15:09:30 GMT 2012,Wed Jun 20 15:12:40 GMT 2012,Fri Jul 20 08:12:40 PDT 2012,Wed Jun 20 13:08:11 PDT 2012,,,190,100% (16/16),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"its like a sword, one of the types of foils used in fencing","true to a person, ideal or thing","take with you somewhere, carry with","a long walk, walk up a mountain","the rules of language that dictate sentence structure, world placement, punctuation etc.",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 09:44:49 GMT 2012,Wed Jun 20 09:57:55 GMT 2012,Fri Jul 20 02:57:55 PDT 2012,Wed Jun 20 13:08:12 PDT 2012,,,786,100% (7/7),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"A sword with a broad and heavy blade, thick at the back, a cavalry sword.","True and constant in affection or allegiance to a person to whom one is bound by a vow, be ties of love, gratitude, or honor. Firm in adherence to promises, oaths, contracts, treaties, or other engagements","take something or somebody with oneself somewhere, To convey, to move, to carry or conduct.","a long walk usually for exercise or pleasure. To move with a swing, toss, throw, jerk, or the like.","A formal definition of the syntactic structure of a language, The science which treats of the principles of language,the study of forms of speech, and their relations to one another",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 02:26:58 GMT 2012,Wed Jun 20 02:30:10 GMT 2012,Thu Jul 19 19:30:10 PDT 2012,Wed Jun 20 13:08:09 PDT 2012,,,192,100% (9/9),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,A type of curved sword,loyalty to one person or company,to transfer something from one place to another using self as transporter,to walk through a forest or trail for miles.,Rules in place for language and writing.,,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 18:55:52 GMT 2012,Wed Jun 20 18:57:44 GMT 2012,Fri Jul 20 11:57:44 PDT 2012,Wed Jun 20 13:08:06 PDT 2012,,,112,100% (31/31),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"sword, weapon, shiny, sharp","marriage, couple, truthful, honest","carry,","fitness, workout, mountain, nature","english, language, letters, words, sentences, sounds.",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 16:24:25 GMT 2012,Thu Jun 21 16:29:02 GMT 2012,Sat Jul 21 09:29:02 PDT 2012,Thu Jun 21 11:42:40 PDT 2012,,,277,100% (10/10),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"sword, fighting, medieval","trustworthy, binding, kind","offering, gifts, items, generous","exercise, nature, scenery, walking,","education, sentence structure, intelligent",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 07:04:48 GMT 2012,Wed Jun 20 07:08:32 GMT 2012,Fri Jul 20 00:08:32 PDT 2012,Wed Jun 20 13:08:09 PDT 2012,,,224,100% (1/1),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"a heavy, one-edged sword, usually slightly curved, used especially by cavalry.","Adhering firmly and devotedly, as to a person, cause, or idea; loyal.","to convey, lead, carry, or cause to come along with one toward the place from which the action is being regarded",o go on an extended walk for pleasure or exercise.,"The study of structural relationships in language or in a language, sometimes including pronunciation, meaning, and linguistic history.",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 14:48:35 GMT 2012,Wed Jun 20 14:51:48 GMT 2012,Fri Jul 20 07:51:48 PDT 2012,Wed Jun 20 13:08:10 PDT 2012,,,193,100% (32/32),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"sword, scabbard, large knife","true, fidelity, no cheating","go and get, take something to someone, move an object from one place to another","walk, rugged trek, move through woods","parts of speech, proper way of putting words together, correct way of constructing sentences.",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 15:58:03 GMT 2012,Wed Jun 20 17:38:18 GMT 2012,Fri Jul 20 10:38:18 PDT 2012,Wed Jun 20 13:08:10 PDT 2012,,,6015,100% (1/1),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"sword, steel, cold, sharp, martial, ceremonial, uniform, charge, battle,","true, loyal, honest, doesn't cheat, religious, reliable, steady","tote, add, contribute, carry","walk, trek, tramp, wilderness, nature, explore, 
raise, increase, pull up,
hand off the football","language, proper, speaking, phonics, grade school, diagramming sentences, dangling participle, split infinitives, punctuation, verb tense,",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 04:51:29 GMT 2012,Thu Jun 21 04:55:48 GMT 2012,Fri Jul 20 21:55:48 PDT 2012,Thu Jun 21 11:42:39 PDT 2012,,,259,100% (18/18),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"Weapon, made of steel, curved blade,","Dependable, Loyal,","carry with, deliver something to someone, accompany or escort someone somewhere","walk a trail, a long walk, lift ""as a skirt""","rules of speech, punctuation, proper annunciation",,
2I0NMHGYQ4J31XPVGKDFJOYZX1N9MB,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Wed Jun 20 04:21:16 GMT 2012,Wed Jun 20 04:23:56 GMT 2012,Thu Jul 19 21:23:56 PDT 2012,Wed Jun 20 13:08:10 PDT 2012,,,160,100% (13/13),0% (0/0),0% (0/0),Saber,Faithful,Bring,Hike,Grammar,"a kind of tooth, sharp, pointy weapon","honest, fidelity, close to god, religious","to carry an item to a certain location, transport, accompany, deliver","climb, walk, stroll, normally uphill, journey, backpack, in a forest or on a trail","puncutation, spelling, proper, sentences, diagramming sentences, language rules, linguistics",,
2ZFKO2L92HECAXKM83FCGF0D4D5GF1,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 10:20:43 GMT 2012,Thu Jun 21 10:22:13 GMT 2012,Sat Jul 21 03:22:13 PDT 2012,Thu Jun 21 11:42:38 PDT 2012,,,90,100% (4/4),0% (0/0),0% (0/0),Vanilla,Dozen,Unsure,Sibling,Sphinx,"a plant, common flavoring; can refer to a program in it's original state",twelve,"lack of certainty, doubt",blood relative of immediate family in the same generation.,"winged lion with a mans head, most notably the construction at Giza.",,
2ZFKO2L92HECAXKM83FCGF0D4D5GF1,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 04:26:40 GMT 2012,Thu Jun 21 04:30:58 GMT 2012,Fri Jul 20 21:30:58 PDT 2012,Thu Jun 21 11:42:40 PDT 2012,,,258,100% (2/2),0% (0/0),0% (0/0),Vanilla,Dozen,Unsure,Sibling,Sphinx,"a bean, a flavor, tastes like flowers, used for many scents and flavors, can be oil or liquid","12, used to measure amounts like eggs, can be the amount of members in a team, a number after 11 and before 13, alot of items are sold in that amount, 12","uncertain, a feeling of no confidence, and leave someone feeling shaky or trembling, physical characteristcs can be verbal stuttering, can be a feeling for someone who has not done an activity on a regular basis","a brother or a sister, a word that describes relationships between them.","a word to describe a pryamid in egypt, can be a breed of chat, is often times made from gold or silver, a tomb, a worshipped idol or icon",,
2ZFKO2L92HECAXKM83FCGF0D4D5GF1,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 20:05:28 GMT 2012,Thu Jun 21 20:06:52 GMT 2012,Sat Jul 21 13:06:52 PDT 2012,Thu Jun 21 22:30:35 PDT 2012,,,84,100% (7/7),0% (0/0),0% (0/0),Vanilla,Dozen,Unsure,Sibling,Sphinx,not chocolate or strawberry. A very good ice cream flavor.,12,Not ready to commit to something or someone,"brother, sister",a mythical creature,,
2ZFKO2L92HECAXKM83FCGF0D4D5GF1,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 01:55:32 GMT 2012,Thu Jun 21 02:17:10 GMT 2012,Fri Jul 20 19:17:10 PDT 2012,Wed Jun 20 21:17:36 PDT 2012,,,1298,100% (6/6),0% (0/0),0% (0/0),Vanilla,Dozen,Unsure,Sibling,Sphinx,"creamy, soft flavor, white, ice cream","12, months in a year, number of zodiac symbols","questionable, unlikely, cant give a definite answer","brother or sister, children, of the same family","mythical creature, body of lion, head of a man",,
2ZFKO2L92HECAXKM83FCGF0D4D5GF1,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 23:14:52 GMT 2012,Thu Jun 21 23:25:21 GMT 2012,Sat Jul 21 16:25:21 PDT 2012,Thu Jun 21 22:30:35 PDT 2012,,,629,100% (7/7),0% (0/0),0% (0/0),Vanilla,Dozen,Unsure,Sibling,Sphinx,"baking, cookies, boring","12, eggs, doughnuts, many","not certain, not confident in your self","brother, sister, older, younger","in egypt, part lion part man, large stone statue",,
2ZFKO2L92HECAXKM83FCGF0D4D5GF1,2VSZ2MIKMN9UMCNN8DKW0XI3SBE9Q4,Tell Us What Words Mean,List the features of the words provided.,"words, answers, survey, psychology, definition, meaning",$0.05 ,Wed Jun 20 01:58:35 GMT 2012,13,,10800,2592000,Fri Jul 20 01:58:35 GMT 2012,,,,,Approved,Thu Jun 21 17:34:35 GMT 2012,Thu Jun 21 17:36:00 GMT 2012,Sat Jul 21 10:36:00 PDT 2012,Thu Jun 21 11:42:39 PDT 2012,,,85,100% (22/22),0% (0/0),0% (0/0),Vanilla,Dozen,Unsure,Sibling,Sphinx,A certain type of flavor. A white flavor,"12, a certain amount of something",Not knowing. not knowing fact,"A close Relative, a brother or sister","A egyptian statue, a old iconic landmark",,
